INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070308,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,, ,,01/09/2018 14:32,2018,9,Saturday,14,Part Three,,42.33291214,-71.09235717,"(42.33291214, -71.09235717)"
I182070307,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,510,,01/09/2018 15:01,2018,9,Saturday,15,Part Two,WASHINGTON ST,42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
I182070306,3301,Verbal Disputes,VERBAL DISPUTE,C11,400,,01/09/2018 14:26,2018,9,Saturday,14,Part Three,MELLEN ST,42.28584895,-71.06935381,"(42.28584895, -71.06935381)"
I182070305,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,569,,01/09/2018 14:48,2018,9,Saturday,14,Part Three,WASHINGTON ST,42.30307413,-71.11081856,"(42.30307413, -71.11081856)"
I182070305,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,569,,01/09/2018 14:48,2018,9,Saturday,14,Part Two,WASHINGTON ST,42.30307413,-71.11081856,"(42.30307413, -71.11081856)"
I182070304,1107,Fraud,FRAUD - IMPERSONATION,D4,905,,01/11/2017 00:00,2017,11,Wednesday,0,Part Two,E BROOKLINE ST,42.33926764,-71.07208833,"(42.33926764, -71.07208833)"
I182070302,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,238,,01/09/2018 14:26,2018,9,Saturday,14,Part One,QUINCEFIELD ST,42.31873011,-71.06660708,"(42.31873011, -71.06660708)"
I182070301,1402,Vandalism,VANDALISM,B2,304,,31/08/2018 20:15,2018,8,Friday,20,Part Two,MARCELLA ST,42.32102023,-71.09352344,"(42.32102023, -71.09352344)"
I182070300,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,453,,01/09/2018 10:00,2018,9,Saturday,10,Part Three,WASHINGTON ST,42.2969072,-71.07233558,"(42.29690720, -71.07233558)"
I182070298,3301,Verbal Disputes,VERBAL DISPUTE,C11,337,,01/09/2018 14:11,2018,9,Saturday,14,Part Three,OLNEY ST,42.30512773,-71.07370747,"(42.30512773, -71.07370747)"
I182070297,3207,Property Found,PROPERTY - FOUND,A1,86,,01/09/2018 13:25,2018,9,Saturday,13,Part Three,SALEM ST,42.36423881,-71.05556016,"(42.36423881, -71.05556016)"
I182070296,3207,Property Found,PROPERTY - FOUND,C11,335,,01/09/2018 12:44,2018,9,Saturday,12,Part Three,QUINCY ST,42.30947016,-71.06664424,"(42.30947016, -71.06664424)"
I182070294,3201,Property Lost,PROPERTY - LOST,E18,522,,31/08/2018 16:30,2018,8,Friday,16,Part Three,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I182070292,3114,Investigate Property,INVESTIGATE PROPERTY,E5,734,,01/09/2018 13:55,2018,9,Saturday,13,Part Three,POTOMAC ST,42.28678471,-71.16356912,"(42.28678471, -71.16356912)"
I182070291,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A7,17,,01/09/2018 13:40,2018,9,Saturday,13,Part Three,CHELSEA ST,42.38064028,-71.02628915,"(42.38064028, -71.02628915)"
I182070290,1402,Vandalism,VANDALISM,B2,261,,31/08/2018 23:30,2018,8,Friday,23,Part Two,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)"
I182070290,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,261,,31/08/2018 23:30,2018,8,Friday,23,Part One,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)"
I182070289,3410,Towed,TOWED MOTOR VEHICLE,C6,187,,01/09/2018 12:00,2018,9,Saturday,12,Part Three,HOWELL ST,42.32491951,-71.05726305,"(42.32491951, -71.05726305)"
I182070288,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2,288,,01/09/2018 13:20,2018,9,Saturday,13,Part Two,ROXBURY ST,42.3296087,-71.08462109,"(42.32960870, -71.08462109)"
I182070288,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,288,,01/09/2018 13:20,2018,9,Saturday,13,Part Two,ROXBURY ST,42.3296087,-71.08462109,"(42.32960870, -71.08462109)"
I182070287,3410,Towed,TOWED MOTOR VEHICLE,D14,793,,01/09/2018 12:09,2018,9,Saturday,12,Part Three,ROYCE RD,42.34914832,-71.131573,"(42.34914832, -71.13157300)"
I182070287,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,793,,01/09/2018 12:09,2018,9,Saturday,12,Part Three,ROYCE RD,42.34914832,-71.131573,"(42.34914832, -71.13157300)"
I182070286,3115,Investigate Person,INVESTIGATE PERSON,C11,360,,01/09/2018 13:14,2018,9,Saturday,13,Part Three,PARK ST,42.29753608,-71.0644598,"(42.29753608, -71.06445980)"
I182070284,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,452,,01/09/2018 13:37,2018,9,Saturday,13,Part One,KENBERMA RD,42.29574022,-71.07322638,"(42.29574022, -71.07322638)"
I182070283,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,, ,,01/09/2018 12:42,2018,9,Saturday,12,Part Three,,42.30151745,-71.05979924,"(42.30151745, -71.05979924)"
I182070282,2610,Other,TRESPASSING,D14,808,,31/08/2018 16:00,2018,8,Friday,16,Part Two,ANTWERP ST,42.35939228,-71.14002093,"(42.35939228, -71.14002093)"
I182070281,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,D4,143,,01/09/2018 11:00,2018,9,Saturday,11,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182070280,3115,Investigate Person,INVESTIGATE PERSON,E18,483,,01/09/2018 12:03,2018,9,Saturday,12,Part Three,MONPONSET ST,42.26368029,-71.09968298,"(42.26368029, -71.09968298)"
I182070279,3301,Verbal Disputes,VERBAL DISPUTE,A1,92,,01/09/2018 12:50,2018,9,Saturday,12,Part Three,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)"
I182070277,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,429,,01/09/2018 12:42,2018,9,Saturday,12,Part Three,THEODORE ST,42.28406985,-71.0882492,"(42.28406985, -71.08824920)"
I182070276,3410,Towed,TOWED MOTOR VEHICLE,C6,194,,01/09/2018 12:08,2018,9,Saturday,12,Part Three,DORCHESTER ST,42.3301111,-71.05611033,"(42.33011110, -71.05611033)"
I182070275,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,680,,30/08/2018 12:30,2018,8,Thursday,12,Part Three,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)"
I182070274,3410,Towed,TOWED MOTOR VEHICLE,E13,509,,01/09/2018 11:56,2018,9,Saturday,11,Part Three,WOODLAWN ST,42.29860932,-71.11223703,"(42.29860932, -71.11223703)"
I182070273,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,576,,01/09/2018 12:41,2018,9,Saturday,12,Part Three,AMORY ST,42.31532445,-71.10427615,"(42.31532445, -71.10427615)"
I182070272,3115,Investigate Person,INVESTIGATE PERSON,E18,501,,01/09/2018 12:22,2018,9,Saturday,12,Part Three,HYDE PARK AVE,42.27930648,-71.1190981,"(42.27930648, -71.11909810)"
I182070270,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,458,,01/09/2018 11:52,2018,9,Saturday,11,Part Two,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I182070270,3301,Verbal Disputes,VERBAL DISPUTE,B3,458,,01/09/2018 11:52,2018,9,Saturday,11,Part Three,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I182070269,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,,01/09/2018 12:15,2018,9,Saturday,12,Part Three,LORNA RD,42.27974378,-71.08248818,"(42.27974378, -71.08248818)"
I182070268,3114,Investigate Property,INVESTIGATE PROPERTY,C11,333,,01/09/2018 12:04,2018,9,Saturday,12,Part Three,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)"
I182070267,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,206,,01/09/2018 11:48,2018,9,Saturday,11,Part Two,CONGRESS ST,42.35096784,-71.0494023,"(42.35096784, -71.04940230)"
I182070266,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,697,,01/09/2018 11:15,2018,9,Saturday,11,Part Three,ANAWAN AVE,42.28469218,-71.14804192,"(42.28469218, -71.14804192)"
I182070264,3201,Property Lost,PROPERTY - LOST,C6,186,,27/08/2018 21:30,2018,8,Monday,21,Part Three,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182070263,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B2,291,,01/09/2018 12:24,2018,9,Saturday,12,Part Two,CENTRE ST,42.32955354,-71.09357444,"(42.32955354, -71.09357444)"
I182070262,3410,Towed,TOWED MOTOR VEHICLE,D14,778,,01/09/2018 09:00,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182070261,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,01/09/2018 11:21,2018,9,Saturday,11,Part Two,,42.35238395,-71.06453754,"(42.35238395, -71.06453754)"
I182070258,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,757,,01/09/2018 04:00,2018,9,Saturday,4,Part Three,GERRISH ST,42.35603003,-71.16390698,"(42.35603003, -71.16390698)"
I182070257,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,757,,01/09/2018 04:00,2018,9,Saturday,4,Part Three,GERRISH ST,42.35603003,-71.16390698,"(42.35603003, -71.16390698)"
I182070256,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,809,,01/09/2018 11:21,2018,9,Saturday,11,Part One,ADAMSON ST,42.35858441,-71.13726609,"(42.35858441, -71.13726609)"
I182070256,1402,Vandalism,VANDALISM,D14,809,,01/09/2018 11:21,2018,9,Saturday,11,Part Two,ADAMSON ST,42.35858441,-71.13726609,"(42.35858441, -71.13726609)"
I182070255,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,251,,31/08/2018 09:00,2018,8,Friday,9,Part Three,CASTLE ROCK ST,42.31086085,-71.05163543,"(42.31086085, -71.05163543)"
I182070254,3410,Towed,TOWED MOTOR VEHICLE,D14,791,,01/09/2018 11:21,2018,9,Saturday,11,Part Three,MELVIN AVE,42.34446622,-71.14136327,"(42.34446622, -71.14136327)"
I182070253,3301,Verbal Disputes,VERBAL DISPUTE,C6,187,,01/09/2018 10:38,2018,9,Saturday,10,Part Three,BOSTON ST,42.32502384,-71.0592516,"(42.32502384, -71.05925160)"
I182070252,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,503,,01/09/2018 10:40,2018,9,Saturday,10,Part Three,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
I182070251,617,Larceny,LARCENY THEFT FROM BUILDING,E13,575,,01/09/2018 11:04,2018,9,Saturday,11,Part One,WASHINGTON ST,42.31330008,-71.10075998,"(42.31330008, -71.10075998)"
I182070250,3201,Property Lost,PROPERTY - LOST,A1,119,,31/08/2018 23:00,2018,8,Friday,23,Part Three,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I182070249,3115,Investigate Person,INVESTIGATE PERSON,B3,455,,01/09/2018 10:17,2018,9,Saturday,10,Part Three,NORWELL ST,42.30132851,-71.07870873,"(42.30132851, -71.07870873)"
I182070248,3201,Property Lost,PROPERTY - LOST,A1,111,,01/09/2018 09:00,2018,9,Saturday,9,Part Three,WASHINGTON ST,42.35397632,-71.06207046,"(42.35397632, -71.06207046)"
I182070247,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D14,814,,01/09/2018 09:57,2018,9,Saturday,9,Part Three,SEATTLE ST,42.3601566,-71.1249469,"(42.36015660, -71.12494690)"
I182070247,3301,Verbal Disputes,VERBAL DISPUTE,D14,814,,01/09/2018 09:57,2018,9,Saturday,9,Part Three,SEATTLE ST,42.3601566,-71.1249469,"(42.36015660, -71.12494690)"
I182070246,3301,Verbal Disputes,VERBAL DISPUTE,E5,563,,01/09/2018 10:13,2018,9,Saturday,10,Part Three,STELLMAN RD,42.28919902,-71.12309195,"(42.28919902, -71.12309195)"
I182070245,3410,Towed,TOWED MOTOR VEHICLE,A1,70,,01/09/2018 10:26,2018,9,Saturday,10,Part Three,CHARLES ST,42.35739591,-71.07008873,"(42.35739591, -71.07008873)"
I182070244,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,180,,01/09/2018 09:22,2018,9,Saturday,9,Part Three,GERARD ST,42.3276156,-71.07285692,"(42.32761560, -71.07285692)"
I182070243,724,Auto Theft,AUTO THEFT,C6,231,,01/09/2018 10:35,2018,9,Saturday,10,Part One,E SEVENTH ST,42.33235328,-71.03222702,"(42.33235328, -71.03222702)"
I182070242,1402,Vandalism,VANDALISM,C6,208,,31/08/2018 17:00,2018,8,Friday,17,Part Two,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)"
I182070242,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,208,,31/08/2018 17:00,2018,8,Friday,17,Part One,E FIRST ST,42.33818216,-71.03341955,"(42.33818216, -71.03341955)"
I182070240,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,435,,31/08/2018 03:00,2018,8,Friday,3,Part Two,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
I182070239,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,147,,31/08/2018 16:00,2018,8,Friday,16,Part Three,CLAREMONT PARK,42.34210486,-71.08118057,"(42.34210486, -71.08118057)"
I182070238,3410,Towed,TOWED MOTOR VEHICLE,D4,154,,01/09/2018 08:56,2018,9,Saturday,8,Part Three,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)"
I182070237,1402,Vandalism,VANDALISM,A15,900,,31/08/2018 16:00,2018,8,Friday,16,Part Two,POLK ST,42.37994025,-71.06060665,"(42.37994025, -71.06060665)"
I182070236,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,311,,01/09/2018 10:15,2018,9,Saturday,10,Part Three,WARREN ST,42.3169665,-71.08254058,"(42.31696650, -71.08254058)"
I182070235,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,542,,01/09/2018 08:05,2018,9,Saturday,8,Part Three,BUSINESS ST,42.25442915,-71.1263254,"(42.25442915, -71.12632540)"
I182070234,613,Larceny,LARCENY SHOPLIFTING,B2,276,,01/09/2018 09:43,2018,9,Saturday,9,Part One,MELNEA CASS BLVD,42.33330171,-71.08181675,"(42.33330171, -71.08181675)"
I182070233,619,Larceny,LARCENY ALL OTHERS,B3,416,,31/08/2018 21:38,2018,8,Friday,21,Part One,FAIRMOUNT ST,42.28104853,-71.0720644,"(42.28104853, -71.07206440)"
I182070232,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,201,,31/08/2018 17:00,2018,8,Friday,17,Part One,C ST,42.34039076,-71.05168188,"(42.34039076, -71.05168188)"
I182070230,3001,Medical Assistance,DEATH INVESTIGATION,A15,900,,01/09/2018 05:00,2018,9,Saturday,5,Part Three,POLK ST,42.37994025,-71.06060665,"(42.37994025, -71.06060665)"
I182070229,3410,Towed,TOWED MOTOR VEHICLE,C6,214,,01/09/2018 09:36,2018,9,Saturday,9,Part Three,W FOURTH ST,42.33553188,-71.04769502,"(42.33553188, -71.04769502)"
I182070228,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,587,,01/09/2018 08:42,2018,9,Saturday,8,Part Three,TREMONT ST,42.33153509,-71.09534648,"(42.33153509, -71.09534648)"
I182070228,3410,Towed,TOWED MOTOR VEHICLE,B2,587,,01/09/2018 08:42,2018,9,Saturday,8,Part Three,TREMONT ST,42.33153509,-71.09534648,"(42.33153509, -71.09534648)"
I182070227,3202,Property Found,PROPERTY - LOST THEN LOCATED,C6,214,,31/08/2018 12:00,2018,8,Friday,12,Part Three,SILVER ST,42.33582335,-71.0472246,"(42.33582335, -71.04722460)"
I182070226,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,95,,01/09/2018 09:00,2018,9,Saturday,9,Part Three,STATE ST,42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
I182070225,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,01/09/2018 09:02,2018,9,Saturday,9,Part Three,CAMBRIDGE ST,42.36112829,-71.06618796,"(42.36112829, -71.06618796)"
I182070224,1402,Vandalism,VANDALISM,B2,909,,01/09/2018 09:42,2018,9,Saturday,9,Part Two,WHITTIER ST,42.33380238,-71.08880867,"(42.33380238, -71.08880867)"
I182070222,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,795,,29/08/2018 16:15,2018,8,Wednesday,16,Part Three,ALLSTON ST,42.34926256,-71.13720324,"(42.34926256, -71.13720324)"
I182070221,1402,Vandalism,VANDALISM,B2,288,,01/09/2018 09:01,2018,9,Saturday,9,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I182070220,3115,Investigate Person,INVESTIGATE PERSON,E5,707,,01/09/2018 08:45,2018,9,Saturday,8,Part Three,WASHINGTON ST,42.26866684,-71.14904534,"(42.26866684, -71.14904534)"
I182070219,3410,Towed,TOWED MOTOR VEHICLE,C11,246,,01/09/2018 08:53,2018,9,Saturday,8,Part Three,ROMSEY ST,42.31619008,-71.05587937,"(42.31619008, -71.05587937)"
I182070218,3410,Towed,TOWED MOTOR VEHICLE,E13,576,,01/09/2018 07:39,2018,9,Saturday,7,Part Three,BOYLSTON ST,42.31631666,-71.1029721,"(42.31631666, -71.10297210)"
I182070217,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,01/09/2018 07:39,2018,9,Saturday,7,Part Three,LONG AVE,42.34950022,-71.13585122,"(42.34950022, -71.13585122)"
I182070215,724,Auto Theft,AUTO THEFT,C11,364,,31/08/2018 17:45,2018,8,Friday,17,Part One,ADAMS ST,42.2944367,-71.05661774,"(42.29443670, -71.05661774)"
I182070214,3301,Verbal Disputes,VERBAL DISPUTE,E18,495,,01/09/2018 08:27,2018,9,Saturday,8,Part Three,GREENWOOD AVE,42.26546031,-71.12023924,"(42.26546031, -71.12023924)"
I182070213,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,456,,01/09/2018 07:49,2018,9,Saturday,7,Part Two,ERIE ST,42.30272114,-71.07976167,"(42.30272114, -71.07976167)"
I182070212,3115,Investigate Person,INVESTIGATE PERSON,C11,357,,01/09/2018 08:12,2018,9,Saturday,8,Part Three,BLOOMFIELD ST,42.29910777,-71.06829572,"(42.29910777, -71.06829572)"
I182070211,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,759,,31/08/2018 18:30,2018,8,Friday,18,Part One,FANEUIL ST,42.35174138,-71.16591844,"(42.35174138, -71.16591844)"
I182070210,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,01/09/2018 07:21,2018,9,Saturday,7,Part Three,GLENVILLE AVE,42.35048627,-71.13288438,"(42.35048627, -71.13288438)"
I182070209,3301,Verbal Disputes,VERBAL DISPUTE,B3,437,,01/09/2018 08:17,2018,9,Saturday,8,Part Three,WHITFIELD ST,42.2900467,-71.07330004,"(42.29004670, -71.07330004)"
I182070208,619,Larceny,LARCENY ALL OTHERS,D14,779,,01/09/2018 05:15,2018,9,Saturday,5,Part One,MONTCALM AVE,42.35321122,-71.14841124,"(42.35321122, -71.14841124)"
I182070207,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,01/09/2018 07:08,2018,9,Saturday,7,Part Three,PRICE RD,42.34980866,-71.13513832,"(42.34980866, -71.13513832)"
I182070206,724,Auto Theft,AUTO THEFT,B3,463,,01/09/2018 01:00,2018,9,Saturday,1,Part One,AMERICAN LEGION HWY,42.29708829,-71.09095546,"(42.29708829, -71.09095546)"
I182070205,3410,Towed,TOWED MOTOR VEHICLE,C6,224,,01/09/2018 07:41,2018,9,Saturday,7,Part Three,P ST,42.33620256,-71.0271896,"(42.33620256, -71.02718960)"
I182070204,3114,Investigate Property,INVESTIGATE PROPERTY,D14,749,,01/09/2018 08:20,2018,9,Saturday,8,Part Three,BEACON ST,42.333582,-71.166091,"(42.33358200, -71.16609100)"
I182070203,3114,Investigate Property,INVESTIGATE PROPERTY,D4,619,,01/09/2018 07:00,2018,9,Saturday,7,Part Three,SAINT STEPHEN ST,42.34231311,-71.0869637,"(42.34231311, -71.08696370)"
I182070201,3410,Towed,TOWED MOTOR VEHICLE,D14,793,,01/09/2018 07:03,2018,9,Saturday,7,Part Three,COMMONWEALTH AVE,42.34888872,-71.1335453,"(42.34888872, -71.13354530)"
I182070200,3001,Medical Assistance,DEATH INVESTIGATION,D4,148,,01/09/2018 05:47,2018,9,Saturday,5,Part Three,COLUMBUS AVE,42.34242808,-71.07952412,"(42.34242808, -71.07952412)"
I182070197,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,236,,01/09/2018 05:52,2018,9,Saturday,5,Part Three,POND ST,42.31961996,-71.05951046,"(42.31961996, -71.05951046)"
I182070195,3115,Investigate Person,INVESTIGATE PERSON,C6,219,,01/09/2018 06:14,2018,9,Saturday,6,Part Three,OLD HARBOR ST,42.33084376,-71.04740908,"(42.33084376, -71.04740908)"
I182070194,2610,Other,TRESPASSING,C11,356,,01/09/2018 04:46,2018,9,Saturday,4,Part Two,FAULKNER ST,42.29960791,-71.06094616,"(42.29960791, -71.06094616)"
I182070192,724,Auto Theft,AUTO THEFT,B2,182,,01/09/2018 06:23,2018,9,Saturday,6,Part One,NORFOLK AVE,42.32503262,-71.06915744,"(42.32503262, -71.06915744)"
I182070190,3410,Towed,TOWED MOTOR VEHICLE,A1,67,,01/09/2018 05:08,2018,9,Saturday,5,Part Three,S RUSSELL ST,42.36022674,-71.0659773,"(42.36022674, -71.06597730)"
I182070189,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,397,,01/09/2018 04:47,2018,9,Saturday,4,Part One,CENTRE ST,42.29126463,-71.06811401,"(42.29126463, -71.06811401)"
I182070188,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,951,,01/09/2018 05:19,2018,9,Saturday,5,Part Three,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)"
I182070187,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,933,,01/09/2018 04:20,2018,9,Saturday,4,Part Three,WASHINGTON ST,42.2841954,-71.07157967,"(42.28419540, -71.07157967)"
I182070186,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,417,,01/09/2018 05:22,2018,9,Saturday,5,Part One,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)"
I182070186,3114,Investigate Property,INVESTIGATE PROPERTY,B3,417,,01/09/2018 05:22,2018,9,Saturday,5,Part Three,STOCKTON ST,42.28265604,-71.07374541,"(42.28265604, -71.07374541)"
I182070183,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,01/09/2018 04:11,2018,9,Saturday,4,Part Three,VINSON ST,42.29876701,-71.06403634,"(42.29876701, -71.06403634)"
I182070182,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,520,,01/09/2018 04:10,2018,9,Saturday,4,Part Three,HYDE PARK AVE,42.25843909,-71.12348834,"(42.25843909, -71.12348834)"
I182070181,1402,Vandalism,VANDALISM,D14,796,,01/09/2018 03:21,2018,9,Saturday,3,Part Two,COMMONWEALTH AVE,42.35067088,-71.12808866,"(42.35067088, -71.12808866)"
I182070179,2629,Harassment,HARASSMENT,B2,181,,01/09/2018 02:45,2018,9,Saturday,2,Part Two,WOODWARD AVE,42.3250287,-71.07341448,"(42.32502870, -71.07341448)"
I182070178,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,182,,01/09/2018 01:54,2018,9,Saturday,1,Part Two,CLIFTON ST,42.32396791,-71.07117658,"(42.32396791, -71.07117658)"
I182070177,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,,01/09/2018 03:05,2018,9,Saturday,3,Part One,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)"
I182070176,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,101,,01/09/2018 03:08,2018,9,Saturday,3,Part Two,MCKINLEY SQ,42.35909289,-71.05327197,"(42.35909289, -71.05327197)"
I182070173,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,308,,01/09/2018 03:20,2018,9,Saturday,3,Part Three,CRESTWOOD PARK,42.31794835,-71.08774652,"(42.31794835, -71.08774652)"
I182070172,619,Larceny,LARCENY ALL OTHERS,A1,117,,01/09/2018 01:52,2018,9,Saturday,1,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182070171,3114,Investigate Property,INVESTIGATE PROPERTY,D4,157,,01/09/2018 03:37,2018,9,Saturday,3,Part Three,SHAWMUT AVE,42.34020839,-71.07371512,"(42.34020839, -71.07371512)"
